Order,Species,MCAll,MCp,MCpf,MCc,MCg,MCh,AlloAll,SM,BMf,LT,GT,IBI,BMn,BMw,BMin,LS,LpY,ML,NoC
Chiroptera,Lasiurus_borealis,0,0,0,0,0,0,0,0,NA,38.00000003,84.20999993,NA,4.289999998,5.839999998,1.549999999,3.12,1,NA,471
Rodentia,Lemmus_lemmus,0,0,0,0,0,0,0,0,57.400001,17.99999979,20.18366364,20.99998575,3.950000003,NA,NA,5.195000001,3.499999997,2.000000002,204
Primates,Lemur_catta,0,0,0,0,0,0,1,0,2290.000093,167.2916636,133.6595517,425.8336725,70,NA,NA,1.335000001,1,37.30000002,1205
Primates,Leontopithecus_caissara,1,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
Primates,Leontopithecus_chrysopygus,1,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63
Primates,Leontopithecus_rosalia,1,0,0,1,1,1,1,1,577.9999489,76.99999554,131.5224832,182.5000551,54.44999999,164.9999999,110.55,1.649999999,1.972602145,22.00000001,432
Carnivora,Leopardus_geoffroyi,0,0,0,0,0,0,0,0,2200.000097,NA,NA,NA,91.70000007,NA,NA,NA,NA,23,92
Carnivora,Leopardus_pardalis,0,0,0,0,0,0,0,0,10750.00088,42.00000093,79.9834255,547.4998443,250.0000002,NA,NA,1.750000001,1,20.3,500
Primates,Lepilemur_leucopus,0,0,0,0,0,0,0,0,NA,121.66,135.92,NA,NA,NA,NA,1.010000001,1,NA,34
Primates,Lepilemur_mustelinus,0,0,0,0,0,0,0,0,645.2499997,76.21000007,133.45,NA,26.99999999,NA,NA,1,1,NA,34
Primates,Lepilemur_ruficaudatus,0,0,0,0,0,0,0,1,764.5000004,119.3200001,135.92,NA,NA,NA,NA,1.020000001,NA,NA,43
Primates,Lepilemur_septentrionalis,0,0,0,0,0,0,0,0,NA,120.9700001,134.9899999,NA,NA,NA,NA,1,1,NA,21
Carnivora,Leptonychotes_weddellii,0,0,0,0,0,0,1,0,389941.9867,43.35000002,314.9899997,364.9999996,27395.83999,109999.9901,82604.15007,1,0.986301369,20.00000002,647
Lagomorpha,Lepus_americanus,0,0,0,0,0,0,0,0,1956.150207,22.97999998,36.56999997,36.99999999,67.83999996,440.9000002,373.0600001,3.54,2.500000002,4.999999996,1285
Lagomorpha,Lepus_capensis,0,0,0,0,0,0,0,0,1956.150207,29.20833493,41.9758984,39.10002184,114.0999999,914.9900007,800.8899999,2.400000002,3.000000002,NA,231
Lagomorpha,Lepus_europaeus,0,0,0,0,0,0,0,0,3749.730022,NA,41.99000004,NA,122.9999999,NA,NA,2.139999998,4.399999995,12,1425
Carnivora,Lontra_canadensis,0,0,0,0,0,0,0,0,7800.000006,123.8333438,75.6832895,365.0001139,135.9999999,NA,NA,3.214999998,0.986301063,23,254
Rodentia,Lophuromys_flavopunctatus,0,0,0,0,0,0,0,0,NA,42.72,30.69999997,NA,6.500000005,15.49000001,8.990000006,2.3,NA,NA,74
Primates,Loris_lydekkerianus,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29
Primates,Loris_tardigradus,0,0,0,0,0,0,1,0,223.9999905,152.0833254,165.9586907,182.5000551,11,138.9999999,128.0000001,1,1.972602145,16.4,194
Proboscidea,Loxodonta_africana,0,0,0,0,0,0,1,0,2696000.075,1094.999952,654.6361741,1825.000551,94999.99994,550616.5602,455616.5603,1,0.197260214,80,3988
Carnivora,Lutra_lutra,0,0,0,0,0,0,0,0,7050,56.12500594,62.95061829,365.0001139,285,NA,NA,1.889999999,1,22.00000001,1312
Carnivora,Lycaon_pictus,1,1,1,0,0,0,1,1,22199.99998,91.25000565,70.30723199,355.8746065,308.0000004,NA,NA,7.354999999,1.011592268,11,659
Carnivora,Lynx_canadensis,0,0,0,0,0,0,0,0,8590.135215,111.3599999,62.49999995,364.9999996,203.9999998,NA,NA,2.73,0.986301369,26.8,338
Carnivora,Lynx_lynx,0,0,0,0,0,0,0,0,17799.99991,76.04166193,66.98846094,365.0001139,289.0000002,NA,NA,2.000000002,1,26.8,1050
Carnivora,Lynx_rufus,0,0,0,0,0,0,0,0,5199.999478,65.00000649,57.54399373,365.0001139,300.0000002,NA,NA,2.799999998,0.986301063,32.29999998,883
Primates,Macaca_arctoides,0,0,0,0,0,0,0,0,8523.000227,319.3749871,177.0108958,546.0494827,492.0000003,2300,1807.999999,1,0.659280911,29.19999997,1334
Primates,Macaca_assamensis,0,0,0,0,0,0,0,0,5484.999597,NA,NA,NA,459.0000005,NA,NA,NA,NA,31.39999999,204
Primates,Macaca_fascicularis,0,0,0,0,0,0,1,0,3599.999994,206.9999783,164.8162392,401.5004164,335,854.1600006,519.1600003,1,1,38.00000003,41445
Primates,Macaca_maura,0,0,0,0,0,0,0,0,5714.786367,497.1599996,167.1900001,669.1599992,388.4600002,NA,NA,1.010000001,0.537987925,33.00000001,79
Primates,Macaca_mulatta,0,0,0,0,0,0,1,0,6500.000649,311.770845,165.5769963,405.9999686,476.0000003,1314.909999,838.9099994,1.005000001,1,36.00000002,91329
Primates,Macaca_nemestrina,0,0,0,0,0,0,0,0,NA,292.6000001,170.9999998,405.07,472.9200001,1367.389998,894.4699997,1.010000001,0.888735281,37.60000001,9964
Primates,Macaca_nigra,0,0,0,0,0,0,0,0,5484.999597,365.0000299,173.3803998,543.749662,459.0000005,NA,NA,1,0.662069377,34,231
Primates,Macaca_radiata,0,0,0,0,0,0,1,0,3849.999738,304.1666538,162.9296033,365.0001139,368.9999999,2000.000002,1631,1,0.986301063,30.00000002,1561
Primates,Macaca_silenus,0,0,0,0,0,0,0,0,5550.000216,365.0000299,176.1976046,517.0838813,418.4999997,NA,NA,1,0.696211994,39.99999997,302
Primates,Macaca_sinica,0,0,0,0,0,0,0,0,3435.999999,NA,180.9000001,547.5000006,NA,NA,NA,1.010000001,0.657534246,34.99999997,116
Primates,Macaca_thibetana,0,0,0,0,0,0,0,0,11149.99999,451.7900001,169.0199999,729.9999998,499.9899996,2409.969998,1909.980002,1.010000001,0.493150685,26.99999999,212
Diprotodontia,Macropus_agilis,0,0,0,0,0,0,0,0,11000.00038,322.000021,29.37649652,214.9581917,0.634,2286.700001,2286.066002,1.005000001,1.8,10.20000001,110
Diprotodontia,Macropus_antilopinus,0,0,0,0,0,0,0,0,17499.99804,426.0000009,33.96252726,270.0001466,0.703,NA,NA,1,1.33333261,15.89999999,33
Diprotodontia,Macropus_eugenii,0,0,0,0,0,0,0,0,5500.000133,307.4999858,27.60577856,365.0001139,0.444,1048.800001,1048.356,1.010000001,1,9.800000007,1823
Diprotodontia,Macropus_fuliginosus,0,0,0,0,0,0,0,0,21750.00194,540.00005,30.8318795,372.0197529,0.869165001,7778.170002,7777.30083,1.005000001,1,20.00000002,321
Diprotodontia,Macropus_giganteus,0,0,0,0,0,0,0,0,28500.00262,538.4999905,36.55947916,362.7947552,0.849335,8124.029991,8123.180659,1.010000001,1,24.00000002,659
Diprotodontia,Macropus_parma,0,0,0,0,0,0,0,0,3775.000383,293.9999794,32.88516309,213.0001945,0.50835,754.0000002,753.4916501,1,1.299999999,8,98
Diprotodontia,Macropus_robustus,0,0,0,0,0,0,0,0,17299.99988,395.4166933,33.96252726,258.5419381,0.703,4743.410002,4742.706998,1,1.392424002,19.59999998,288
Diprotodontia,Macropus_rufogriseus,0,0,0,0,0,0,0,0,13899.99999,427.4999812,27.28977783,296.8998649,0.537,3199.210003,3198.672997,1.010000001,1,15.2,365
Diprotodontia,Macropus_rufus,0,0,0,0,0,0,0,0,28250.00311,359.9999994,32.28494122,238.4997895,0.817000001,7416.190004,7415.372995,1,1.509435296,30.00000002,587
Artiodactyla,Madoqua_kirkii,0,0,0,0,0,0,0,1,5315.000381,42.58333784,172.1868575,190.2501466,648.0000002,1633.49,985.4900006,1,1.892245587,10,59
Primates,Mandrillus_leucophaeus,0,0,0,0,0,0,0,0,10000,486.6666655,176.1976046,577.9163748,722.0000007,NA,NA,1,0.5,33.40000001,28539
Primates,Mandrillus_sphinx,0,0,0,0,0,0,0,0,11799.99999,348.0099996,173.99,521.6399997,612.8899994,3000.000002,2387.109999,1.020000001,0.690131126,46.00000003,671
Pholidota,Manis_gigantea,0,0,0,0,0,0,0,0,NA,NA,NA,364.9999996,499.9899996,5999.990006,5499.999994,NA,1,NA,23
Pholidota,Manis_tetradactyla,0,0,0,0,0,0,0,0,NA,NA,NA,364.9999996,NA,399.9999997,399.9999997,1.05,1,NA,10
Pholidota,Manis_tricuspis,0,0,0,0,0,0,0,0,1479.999999,177.82,126.8500001,273.7500001,109.5400001,670.8199995,561.2799995,1,1,NA,57
Rodentia,Marmota_flaviventris,0,0,0,0,0,0,1,0,2799.999798,24.9999995,30.1995172,456.2501287,33.79999998,437.7500002,403.9499996,4.500000002,1,21.2,409
Rodentia,Marmota_marmota,0,0,0,0,0,0,1,1,4224.999871,61.91667127,35.2370871,912.5002666,29.75,NA,NA,3.499999997,1,18,292
Rodentia,Marmota_monax,0,0,0,0,0,0,0,0,3810.250002,43.83000003,31.50000002,NA,27.19000003,247.9900002,220.8,4.100000003,1,14.00000001,835
Carnivora,Martes_pennanti,0,0,0,0,0,0,0,0,2374.999924,69.99999355,342.7677865,365.0001139,30.00000002,NA,NA,2.349999999,0.986301063,10,248
Rodentia,Mastomys_coucha,0,0,0,0,0,0,0,0,2.239999998,NA,NA,35.73999999,2.12,NA,NA,7.960000005,10.07274763,NA,225
Rodentia,Mastomys_natalensis,0,0,0,0,0,0,0,0,39.50000003,20.00000002,23.63999999,27.99999998,1.979999999,12.09,10.11000001,9.229999999,2.000000002,NA,1113
Rodentia,Maxomys_bartelsii,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
Rodentia,Maxomys_surifer,0,0,0,0,0,0,0,0,160.0000001,NA,NA,NA,NA,NA,NA,3.54,NA,NA,65
Rodentia,Maxomys_whiteheadi,0,0,0,0,0,0,0,0,47.77999995,NA,NA,NA,NA,NA,NA,3.000000002,NA,NA,27
Cetacea,Megaptera_novaeangliae,0,0,0,0,0,0,0,0,30000000.02,318.4600002,349.7899996,729.9999998,1299999.99,NA,NA,1,0.37,94.99999994,1657
Carnivora,Meles_meles,0,0,0,0,0,0,0,0,8625.000005,91.3000001,48.59999997,364.9999996,90.24000007,NA,NA,3.11,0.986301369,16.20000002,1953
Rodentia,Melomys_leucogaster,0,0,0,0,0,0,0,0,95.99999999,20.00000002,NA,NA,NA,NA,NA,2.15,NA,NA,3
Rodentia,Melomys_platyops,0,0,0,0,0,0,0,0,69.09999994,20.00000002,NA,NA,NA,NA,NA,2.000000002,NA,NA,3
Rodentia,Melomys_rubex,0,0,0,0,0,0,0,0,45.90000005,NA,NA,NA,NA,NA,NA,2.000000002,NA,NA,7
Rodentia,Melomys_rufescens,0,0,0,0,0,0,0,0,54.99999994,20.00000002,NA,NA,NA,NA,NA,2.170000001,NA,NA,14
Carnivora,Mephitis_mephitis,0,0,0,0,0,0,0,0,2000.000002,55.41666676,63.24118514,220.5210238,33.20000002,NA,NA,4.640000005,2.000000002,12.89999999,679
Rodentia,Meriones_tamariscinus,0,0,0,0,0,0,0,0,NA,17.44000002,NA,26.99999999,2.969999998,15.15999999,12.19000001,4.039999999,2.000000002,NA,111
Rodentia,Meriones_unguiculatus,1,0,0,0,1,1,0,0,54.14000605,22.49999906,25.11886432,46.00001783,2.859999999,13.24,10.38000001,5.069999996,3.000000002,6.299999993,15839
Rodentia,Mesocricetus_auratus,0,0,0,0,0,0,0,0,75.99999995,18.64999999,15.49000001,NA,2.349999999,22.93000001,20.57999998,8.789999999,3.999999997,3.9,26157
Rodentia,Microcavia_australis,0,0,0,0,0,0,0,0,30.90000146,21.00000025,54.07543229,54.60004492,30.40000003,NA,NA,2.799999998,4.500000002,NA,62
Primates,Microcebus_murinus,0,0,0,0,0,0,1,0,67.50000422,41.00000409,60.25595861,328.4997172,4.799999996,NA,NA,1.93,1.095891355,14.00000001,918
Rodentia,Microtus_agrestis,0,0,0,0,0,0,0,0,22.24000088,13.99999885,20.70141349,20.25997943,2.100000001,8.84,6.739999992,4.550000004,3.499999997,3.300000001,2097
Rodentia,Microtus_arvalis,0,0,0,0,0,0,0,0,23.20000081,16.99999916,20.79696687,25.15000061,1.945000002,9.179999996,7.234999992,4.765,5.999999995,3.000000002,2350
Rodentia,Microtus_californicus,1,0,0,0,1,0,0,0,26.39999837,17.36000001,21.18000001,NA,3.280000002,18.89,15.61,4.409999995,4.999999996,NA,223
Rodentia,Microtus_montanus,0,0,0,0,0,0,0,0,48.88000031,16.2500013,20.89296131,22.24999922,3.9,9.330000005,5.430000005,5.309999999,4.760000003,NA,498
Rodentia,Microtus_ochrogaster,1,0,0,0,1,1,0,1,46.30000096,20.0000002,21.97859873,25.99997917,3.000000002,15.13999999,12.14000001,3.87,4.069999998,5.300000005,2112
Rodentia,Microtus_oeconomus,1,0,0,1,0,1,0,0,37.20000001,20.0000002,21.23244462,23.15000025,2.3,15.59999999,13.3,5.700000004,3.499999997,1.8,997
Rodentia,Microtus_pennsylvanicus,0,0,0,0,0,0,0,0,36.79999842,13.00000143,20.98939884,21.39001061,2.500000002,13.13999999,10.64,5.155000005,2.699999999,NA,2106
Rodentia,Microtus_pinetorum,1,0,0,0,1,1,0,1,26.39999837,20.0000002,21.97859873,26.05001634,2.3,9.550000009,7.250000007,2.789999998,2.500000002,2.799999998,273
Primates,Miopithecus_talapoin,0,0,0,0,0,0,1,0,1217.5,178.9800001,164.38,364.9999996,179.0399999,416.4600002,237.4200002,1.010000001,0.986301369,30.89999997,106
Carnivora,Mirounga_angurostris,0,0,0,0,0,0,0,0,NA,26.40000001,253.5000002,NA,35249.99997,138037.1401,102787.14,1,1,NA,484
Carnivora,Mirounga_leonina,0,0,0,0,0,0,0,0,636333.3338,22.93000001,243.3299999,364.9999996,39392.96997,114129.3101,74736.34005,1,0.986301369,NA,856
Primates,Mirza_coquereli,0,0,0,0,0,0,0,0,301.0000031,135.9999999,88.58000001,364.9999996,12.92000001,NA,NA,1.709999998,0.986301369,15.30000001,38
Didelphimorphia,Monodelphis_domestica,0,0,0,0,0,0,0,0,84.99999497,52.49999959,14.48771854,52.49996332,0.0985,21.00000001,20.90149998,7.599999995,3.999999997,5.999999995,1929
Cetacea,Monodon_monoceros,0,0,0,0,0,0,0,0,907199.9132,608.3333136,440.5548635,912.5002666,80000,NA,NA,1,0.41,39.99999997,410
Carnivora,Mungos_mungo,1,1,0,0,0,0,1,0,1229.999999,20.87999998,60.91000007,364.9999996,24.2,NA,NA,2.68,2.500000002,12,143
Artiodactyla,Muntiacus_muntjak,0,0,0,0,0,0,0,0,14996.84836,NA,210.0000001,241.0000002,1371.389999,NA,NA,1,1.493775933,18.79999999,578
Rodentia,Mus_musculus,0,0,0,0,0,0,1,0,17.09999998,21.5,19.59999998,NA,1.059999999,10,8.940000004,5.540000003,4.500000002,5.999999995,34578
Carnivora,Mustela_erminea,0,0,0,0,0,0,0,0,416.5000002,34.99999643,76.55966069,365.0001139,2.349999999,25.21999999,22.87000002,7,0.986301063,12.5,1056
Carnivora,Mustela_eversmannii,0,0,0,0,0,0,0,0,1349.999998,42.00000093,39.53666201,365.0001139,4.999999996,NA,NA,6.800000005,0.986301063,NA,46
Carnivora,Mustela_frenata,0,0,0,0,0,0,0,0,153.3750001,35.50000384,69.9841996,365.0001139,3.100000001,28.61999997,25.52,7,0.986301063,8.799999997,184
Carnivora,Mustela_nivalis,0,0,0,0,0,0,0,0,57.03124994,41.75000194,38.4591782,182.5000551,2.000000002,45.63000002,43.63,5.725,1,9.099999993,702
Carnivora,Mustela_putorius,0,0,0,0,0,0,0,0,744.4999998,54.39000002,41.49000002,252.4999997,9.499999994,NA,NA,8.479999995,1,14.00000001,1777
Rodentia,Myocastor_coypus,0,0,0,0,0,0,0,0,5409.000231,53.90000432,131.5224832,131.5000748,203.9999998,1750.000001,1546.000001,5.35,2.58,10,706
Rodentia,Myoprocta_acouchy,0,0,0,0,0,0,0,0,919.9999993,26.18999997,98.42999998,NA,75.23000003,349.9900002,274.7600002,1.969999999,NA,14.79999999,17
Rodentia,Myopus_schisticolor,0,0,0,0,0,0,0,0,23.49999999,19.85999999,23.74000002,25.00000002,3.199999998,13.03999999,9.83999999,5.249999995,2.000000002,1,169
Chiroptera,Myotis_daubentonii,0,0,0,0,0,0,0,0,7.031659332,35.32999996,55.14000003,NA,2.000000002,5.489999994,3.49,1.209999999,1,15,475
Chiroptera,Myotis_lucifugus,0,0,0,0,0,0,0,0,7.654155694,26,59.78999994,NA,2.180000002,6.789999996,4.609999996,1,1,34,1936
Chiroptera,Myotis_myotis,0,0,0,0,0,0,0,0,21.90000001,41.99000004,72.99999998,NA,5.999999995,23.10000001,17.09999998,1.5,1,18,934
Chiroptera,Myotis_thysanodes,0,0,0,0,0,0,0,0,8.517499995,22.69000001,53.54999998,NA,2.529999999,6.319999996,3.79,0.990000001,1,18.30000001,118
Chiroptera,Myotis_velifer,0,0,0,0,0,0,0,0,7.899999995,43.00000004,63.77,NA,3.089999997,8.590000003,5.499999994,0.990000001,1,11.29999999,154
Carnivora,Nandinia_binotata,0,0,0,0,0,0,0,0,1899.999996,64.00000383,63.97348355,182.5000551,56,NA,NA,1.750000001,1.972602145,15.8,39
Primates,Nasalis_larvatus,0,0,0,0,0,0,1,0,9820.000276,212.9166871,165.9586907,547.4998443,452.0000002,2000.000002,1547.999999,1,0.657534434,21.00000001,206
Soricomorpha,Neomys_fodiens,0,0,0,0,0,0,0,0,15.42999907,34.14999937,21.0862815,58.99999842,0.780000001,10,9.219999999,6.439999995,2.000000002,3.100000001,483
Cetacea,Neophocaena_phocaenoides,0,0,0,0,0,0,0,0,32500,319.3699998,319.0099999,729.9999998,6657.529998,24499.99998,17842.46999,0.969999999,0.493150685,23,428
Rodentia,Neotoma_albigula,0,0,0,0,0,0,0,0,194.9499823,36.99999795,36.98281798,48.99999097,11.59999999,103.3000001,91.70000007,2.165000002,2.000000002,7.699999997,217
Rodentia,Neotoma_cinerea,0,0,0,0,0,0,0,0,NA,26.35000003,29.69000003,30.00000002,14.4,93.35999999,78.96000006,3.449999999,1.5,NA,139
Rodentia,Neotoma_floridana,0,0,0,0,0,0,0,0,216.0000243,28.50000262,34.67368505,82.99998235,14.00000001,45.90000005,31.9,3.199999998,2.500000002,8.599999995,244
Rodentia,Neotoma_fuscipes,0,0,0,0,0,0,0,0,150.9857143,27.49000001,33.21000003,NA,13.15000001,NA,NA,2.789999998,1.750000001,NA,196
Rodentia,Neotoma_lepida,0,0,0,0,0,0,0,0,138.1000068,27.99999798,33.0369541,59.99996541,9.550000009,34.94000003,25.39000001,2.640000001,3.499999997,10.5,227
Rodentia,Neotoma_macrotis,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
Rodentia,Neotoma_micropus,0,0,0,0,0,0,0,0,284.8500001,29.82999998,34,NA,11.70000001,NA,NA,2.500000002,2.000000002,NA,160
Rodentia,Neotoma_stephensi,0,0,0,0,0,0,0,0,124.8999999,38.49999738,30.97419299,129.9998945,10.59999999,34.98999996,24.38999998,1,1.9,NA,60
Carnivora,Neovison_vison,0,0,0,0,0,0,0,0,605.0000353,NA,NA,NA,NA,NA,NA,NA,NA,10,976
Dasyuromorphia,Ningaui_ridei,0,0,0,0,0,0,0,0,8.499999497,91.00000161,13.48962883,365.0001139,0.005,0.7,0.695000001,5.999999995,2.000000002,NA,17
Chiroptera,Nyctalus_noctula,0,0,0,0,0,0,0,0,29.35000003,47.89,72.23999995,NA,5.569999998,20.21000002,14.64000001,1.33,1,8,520
Carnivora,Nyctereutes_procyonoides,1,1,1,1,0,0,0,1,4684.999998,52.49999959,61.65950019,365.0001139,87.69999993,734.8399992,647.1400006,4.999999996,0.986301063,11,1013
Primates,Nycticebus_coucang,0,0,0,0,0,0,0,0,713.9999806,228.1250096,192.3091729,428.8752656,50.79999997,520.0000004,469.1999995,1,0.839404902,26.5,378
Primates,Nycticebus_pygmaeus,0,0,0,0,0,0,0,0,NA,NA,185.4200001,NA,19.88999999,NA,NA,1.750000001,NA,17.09999998,116
Lagomorpha,Ochotona_curzoniae,1,0,0,0,0,1,0,0,NA,NA,22.49999999,NA,11.20000001,NA,NA,4.389999998,3.499999997,NA,320
Lagomorpha,Ochotona_princeps,0,0,0,0,0,0,0,0,162.750001,29.00000014,30.26913428,30.41669339,11,88.48999998,77.49000002,2.900000001,2.000000002,7,285
Rodentia,Octodon_degus,1,0,0,0,1,1,1,0,195.0999998,31.11999998,90.59000007,NA,14.18999999,71.12000001,56.93000002,5.309999999,2.000000002,7.100000005,1088
Artiodactyla,Odocoileus_hemionus,0,0,0,0,0,0,0,0,68500.0045,82.37499476,204.1737945,365.0001139,3014.999997,23900,20885.00002,1.714999999,0.986301063,22.00000001,6582
Artiodactyla,Odocoileus_virginianus,0,0,0,0,0,0,0,0,49500.00012,119.9999873,200.9092813,304.1669339,2924.999997,29985.81001,27060.81,1.589999999,1.183560605,23,16581
Rodentia,Ondatra_zibethicus,1,1,0,0,0,0,0,1,1329.999875,29.00000014,27.73320105,29.9999824,22.49999999,153.6999998,131.2,6.175000001,2.430000002,10,1305
Rodentia,Onychomys_leucogaster,1,1,0,0,0,0,0,1,32.50000292,23.50000204,31.76874071,31.50003236,2.3,13.10000001,10.79999999,3.650000005,3.800000003,5.6,259
Rodentia,Onychomys_torridus,1,0,0,0,1,1,0,0,22.39999905,18.99999996,28.24879975,29.70831362,2.339999998,9.189999992,6.850000008,2.95,2.500000002,4.600000003,113
Artiodactyla,Oreamnos_americanus,0,0,0,0,0,0,0,0,59250.00618,91.25000565,184.0772001,365.0001139,3190,NA,NA,1.25,0.986301063,18,390
Lagomorpha,Oryctolagus_cuniculus,0,0,0,0,0,0,0,0,1438.499999,26.50000159,30.4789499,29.00000014,39.74499997,211.0600001,171.3150002,4.799999996,4.500000002,18,11435
Carnivora,Otocyon_megalotis,1,1,1,0,1,0,1,1,4073.749996,29.20833493,67.45280277,182.5000551,120.7,NA,NA,4.500000002,2.000000002,13.79999999,118
Primates,Otolemur_crassicaudatus,0,0,0,0,0,0,0,0,1160.000029,112.624999,132.1295634,241.9997961,46.00000003,499.9899996,453.9900002,1.354999999,1.48760456,22.69999999,115
Primates,Otolemur_garnettii,0,0,0,0,0,0,0,0,730.6999994,139.1999999,132.2400001,215.9499998,49.21,NA,NA,1.020000001,1.667052557,15,212
Artiodactyla,Ovibos_moschatus,0,0,0,0,0,0,0,0,227000.0224,258.5416404,256.4484037,547.4998443,10500,62467.43995,51967.43996,1,0.657534434,24.00000002,707
Artiodactyla,Ovis_ammon,0,0,0,0,0,0,0,0,64000.00383,121.6666639,167.1090614,365.0001139,3387.500001,NA,NA,1.5,0.986301063,12.99999999,460
Artiodactyla,Ovis_aries,0,0,0,0,0,0,0,0,27000.00223,182.5000131,152.054753,365.0001139,2523.000003,17500.00001,14977.00001,1.080000001,0.986301063,22.8,513677
Artiodactyla,Ovis_canadensis,0,0,0,0,0,0,0,0,63800.00313,151.0416774,177.4189481,365.0001139,4065.999997,23431.71002,19365.71,1,0.986301063,24.00000002,1892
Artiodactyla,Ovis_dalli,0,0,0,0,0,0,0,0,48799.99753,129.2708189,172.5837892,365.0001139,3400,NA,NA,1,0.986301063,19.59999998,246
Carnivora,Pagophilus_groenlandicus,0,0,0,0,0,0,0,0,74999.99993,11.45000001,242.9000001,364.9999996,10048.20001,31199.34999,21151.14999,1,0.986301369,NA,828
Primates,Pan_paniscus,0,0,0,0,0,0,0,0,32066.66664,1081.309999,235.2400001,1715.499998,1399.529999,8142.689998,6743.160006,1.010000001,0.209851355,54.99999994,2320
Primates,Pan_troglodytes,0,0,0,0,0,0,1,0,40499.99784,730.000067,231.206479,1551.250734,1742.000001,8499.990004,6757.990003,1.059999999,0.232070801,59.99999995,23470
Carnivora,Panthera_leo,0,0,0,0,0,0,1,0,135499.9999,220.5208206,107.8946722,653.9582154,1297,NA,NA,2.535000002,2.000000002,30.00000002,18929
Carnivora,Panthera_onca,0,0,0,0,0,0,0,0,77599.99995,60.83333136,100.6931669,365.0001139,644.5000005,NA,NA,2.500000002,0.986301063,22.00000001,1541
Carnivora,Panthera_pardus,0,0,0,0,0,0,0,0,39300.00449,110.1249946,95.4992586,476.3761388,549.3,NA,NA,1.985,1,27.3,12644
Carnivora,Panthera_tigris,0,0,0,0,0,0,0,0,131000.0001,159.687492,104.9542429,821.2492766,1320.7,11003,9682.300003,2.540000002,1,25.00000002,27113
Primates,Papio_anubis,0,0,0,0,0,0,1,0,12742.25001,596.6,178.96,752.8099992,947.3100004,3640.260004,2692.95,1.010000001,0.478208312,25.20000001,5315
Primates,Papio_cynocephalus,0,0,0,0,0,0,1,0,12800.00089,450.4199997,172.9900001,669.1599992,709.8800006,2780.609998,2070.729998,1.010000001,0.537987925,45.00000002,2135
Primates,Papio_hamadryas,0,0,0,0,0,0,1,0,12368.84212,212.9166871,176.1976046,684.3747849,850.0000006,3299.789999,2449.789997,1,0.526027563,37.50000002,2015
Peramelemorphia,Perameles_gunnii,0,0,0,0,0,0,0,0,750.0000632,58.50000457,12.5025903,64.99994662,0.225,125.1899999,124.9650001,2.314999998,3.800000003,6.1,119
Peramelemorphia,Perameles_nasuta,0,0,0,0,0,0,0,0,859.0000715,65.00000649,12.24616199,53.00001591,0.24,106.0600001,105.82,2.500000002,6.792450794,5.6,149
Primates,Perodicticus_potto,0,0,0,0,0,0,0,0,1017.499958,113.020832,194.0885878,281.3539392,37.30000002,NA,NA,1.2,1.279527137,26.8,182
Rodentia,Peromyscus_californicus,1,0,0,1,1,1,0,1,35.20000296,30.00000313,27.79713268,23.99998664,4.309999998,17.61,13.3,1.885000002,4.37,5.499999994,477
Rodentia,Peromyscus_crinitus,0,0,0,0,0,0,0,0,12.59999869,23.90999999,25.33000001,26,2.190000001,14.09,11.89999999,3.080000004,2.05,7.699999997,82
Rodentia,Peromyscus_eremicus,1,0,0,0,1,1,0,1,20.65000209,21.00000025,26.97739432,38.50002398,2.500000002,NA,NA,2.574999998,3.000000002,7.400000005,238
Rodentia,Peromyscus_gossypinus,0,0,0,0,0,0,0,0,27.41574172,22.33,23,NA,2.190000001,NA,NA,3.699999999,3.999999997,NA,215
Rodentia,Peromyscus_leucopus,1,0,0,0,1,0,0,0,16.89999982,22.00000097,23.06747189,26.60002226,1.795,8.940000004,7.144999998,4.28,4.500000002,7.899999995,5847
Rodentia,Peromyscus_mexicanus,1,0,0,0,1,1,0,1,53.40000528,23.99999769,32.50872974,33.2999821,4.399999995,NA,NA,2.65,7.400000005,NA,43
Rodentia,Peromyscus_polionotus,1,0,0,0,1,1,0,1,12.59999869,24.50000088,23.49632821,24.25001435,1.600000001,5.929999995,4.329999996,3.640000003,2.000000002,5.499999994,374
Chiroptera,Peropteryx_kappleri,0,0,0,0,0,0,0,0,10.605,79.81999992,137.9600001,NA,1.09,6.740000007,5.650000002,1,2.019999998,NA,20
Diprotodontia,Petaurus_breviceps,0,0,0,0,0,0,0,0,111.9999942,115.5000042,16.48162392,310.9997214,0.19,49.28999998,49.09999999,1.864999999,1.299999999,17.79999999,284
Diprotodontia,Petrogale_xanthopus,0,0,0,0,0,0,0,1,6999.999355,343.9999663,31.76874071,195.9999678,0.484,1581.13,1580.646001,1.030000001,1.836734997,14.4,78
Diprotodontia,Petropseudes_dahli,1,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4
Primates,Phaner_furcifer,0,0,0,0,0,0,0,1,NA,NA,174.4599999,NA,NA,NA,NA,1.010000001,NA,25.00000002,60
